N0;Komentar;
354;"knpa kesalahan server trs??? kupon tdk bisa di gunakan, keranjang tdk bisa di hapus, beberapa tdak bisa di buka/akses DLL";
355;"baru baru ini karena suatu hal dr toko dan kurir, pemesanan sy dibatalkan dan dana dikembalikan ke saldo akun. ketika sy ingin berbelanja lagi dan menggunakan dana yg ada di saldo akun, terbuka page masukan kata sandi ketika proses pembayaran. kata sandi selalu salah, sy mau ganti kata sandi di pengaturan akun pun salah terus, padahal sy masih ingat kata sandi yg sy gunakan. akhirnya sy cari pusat bantuan cara ganti atau memperbaiki kata sandi, eeeeehhhh pusat bantuannya ga mau kebuka";
356;semakin sukses dan tidak.ada lagi yang menjual barang tidak sesuai dengan di foto .. dan ngasih kualitas yang bener bener bagus bukan abal abal dan sudah rusa;
357;"Tokopedia ketika saya update malah menjadi error, pemilihan pembayaran tidak bisa, jadi saya bisa membeli tetapi tidak bisa bayar dan pusat bantuan tidak bisa. mohon bantuannya terima kasih. Gbu";
358;"pelayanan nya yg bagus...respon cepat...pengiriman cepat...Mksih...""Jayalah terus,dimana saja berada";
359;TPJUNAWTGQ .Yang baru belanja menggunakan aplikasi Tokopedia atau pun yang sudah lama belanja di aplikasi toko pedia belanja lah dengan bijak karena ada potongan harga di setiap transaksi yang menggunakan kode referal ni ( Ada banyak alasan kenapa kamu harus coba Tokopedia: TPJUNAWTGQ) raih kemudahan belanja murah dan dapat potongan harga. thanks;
360;"Sejauh ini, alhamdulillah gak ada kendala buat saya. tetap saya akan berhati2 transaksi/belanja di toped. *Kalo pembelian kelamaan dikirim, dan kita cancel atau dikasih estimasi pengiriman gak di kirim2 oleh penjual, uang akan balik gak? seperti shop online tetangga tuh. duit kita balik. fast respon untuk cs nya email cepat. semoga toped pelayanan nya sama spt toko sebelah ya. saya kasih bintang 2 dulu. Klo bagus dan bagus dan lebih bagus spt yg sy pertanyakan tadi (*)... saya tambah bintang nya";
361;"nyesel beli di TOKOPEDIA saya beli batray hp dari tanggal 4 april sampai saat ini barang belum datang uang pun belum kembali oiya saya beli di toko ""mekkanizm acc"" ketika di tanyakan pihak tokonya. slow respon kadang2 gak di balas ada yang di baca doang seperti tidak bertanggung jawab. saya menulis ulasan ini bertanggung jawab dunia akhirat saya tidak mengada2";
362;"Memang sekarang banyak orang berbuat curang yang merugikan tokopedia, misal dengan membuat lebih dr 1 akun demi menikmati keuntungan dr tokopedia. Untuk menjamin bahwa 1 pengguna hanya 1 akun pakai verifikasi ktp kan bisa, pakai 1 akun di tuduh lebih dari 1 akun, akhirnya terjadi pembuatan cashback, hargapun lebih mahal jadinya. Kalo perlu verifikasi ktp dan KK biar ga di tuduh pakai lebih dr 1 akun.";
363;"mohon diperbaiki pilihan kurir utk pilihan next day (tiki ons) tidak ada, pilihan pengiriman utk 2-4 hari jadinya reguler. hal ini sangat berdampak utk pengiriman keluar kota/daerah. sebagai penjual saya sudah memilih jasa kurir next day (jne yes, tiki ons) dan hanya jne yes muncul dipilihan pengiriman. saya sudah coba laporkan hal tsb lwt fasilitas pengaduan chatting online tapi sepertinya CS tidak mengerti dan menangkap yg saya maksud. sekali lg jika ini merupakan bug system segera diperbaiki";
364;"berapa kali sy katanya mendapat bonus dari tokopedia,,, aneh kok baik kali tokopedia,, ternyata sudah berapa kali mendonload tokopedia,, sampai saat ini bonusnya gak datang,, karena saya tidak pernah belanja online,, gak punya duit dan rekening bank,, jadi sulit untuk saya belanja online,, wajar saja kalau bonusnya gak datang,, trim's tokopedia,,, lupakan hadiahnya yg untuk sy";
365;terlalu sering update cape update update terus . . saran nya jgn terlalu bnyk perubahan fitur yg nggak perlu :( saya nggak bisa order karna harus ngupdate lagi . . klo update saya harus ngilangin aplikasi lain smntara udah bnyk aplikasi yg saya ilangin cuma gara-gara update update update . . Cape :( pada akhirnya skrang sisa aplikasi yg penting yg nggak bisa saya replace lagi;
366;"Makin update, jadi makin jelek / ribet. Lebih user friendly versi sebelum2 nya, terutama untuk tampilan menu. Contoh : sekedar mau cek ongkir aja, harus checkout lalu menghapus isi keranjang terlebih terlebih dahulu. Dan lagi untuk tokocash sekarang jg menggunakan jasa lain, yaitu OVO. Tolong kembalikan saja tampilan menu, dll ke versi sebelumnya yg lebih mudah. Jawabannya auto text. Baku, 1 for all";
367;"maaf buat tokopedia, tadinya sy udah ksh bintang 2, sekarang sy kudangin jd bintang 1, krn sy belanja tgl 5 smp tgl 9 barang blm jg sampai. perbaiki kualitasnya.!sy mau beli ban motor tubles di tokopedia harganya memang lbh murah di bandingkan beli di bengkel motor, bgtu sy pesan ternyata ongkirnya 20rb... jd total 240rb blm lg + beli pentil + ongkos pasang di bengkel, di hitung2 malah lbh mahal beli spare part motor di online ya. kalo ke bengkel cm datang,pilih,cek fisik ban,pasang,bayar,pulang";
368;"Okelah, harga barang bersaing dari lapak sebelah, aplikasi friendly, walau kadang2 aplikasi maupun seller bermasalah tapi respon service centrenya cukup baik, cepat tanggap, selalu mengedepankan solusi dan kepuasan layanan pengguna aplikasi senantiasa diutamakan, overall ga pernah trobel belanja disini, saran saya kalo bisa gratis ongkir tanpa syaratnya dibanyakin lagi donk, itu yg bikin senang belanja disini, maju terus aplikasinya gan!";
369;"Tokopedia rasa Bukalapak (promo bohong) kode2 pembayaran tidak bisa dipakai. Makin lama Aplikasi Tokopedia makin buruk, berupa tampilan ataupun error pada sistemnya. Sudah tahunan pakai bukan makin baik justru sebalik nya. Beberapa kali transaksi saya terhambat dari pihak toko2 yg tidak merespon toppers/pembeli yg ada di tokopedia. Saya harap CS TOKOPEDIA bisa tuk membantu pembeli agar dapat pelayanan yg maksimal n tidak dirugikan akibat kelalaian pelayanan pihak toko / penjual.";
370;"saya Order di jasa belanja online ini,kenapa orderan saya kurang dari pesanan saya?pihak seller menyatakan sudah lengkap,dari status tracking masih di kirim sedangkan barang sudah jelas saya terima,sesudah saya check teryata kurang item 1 dari 3item pembelian di Tokopedia,saya harus kemana dan dimana harus mencari jawabanya??dalam artian saya tidak masalh dengan barang tersebut hanya memperjelaskan Kenpa bisa sperti itu??Mohon di jawab di ATAS!!!";
371;"Perkenalkan Nama Saya Gusti Putu Lannaeta. Saya Berikan Bintang 4 Dulu Ya,,, Karna Saya Belum Apa Apa. Saya Hanya Melihat Lihat Barang Saja, Dan Saya Masukan Ke Keranjang. Nanti Kalo Sudah Aku Beli Barangnya Dan Berhasil... Aku Akan Kasih Bintang 5. Sekarang Aku Kasih Bintang 5 Yah.. Tapi Masalahnya Ada Pada Penulisan Alamat. Katanya Provinsi Harus Diisi, Aku Udah Issiin Tapi Kok Gak Bisa Juga. Tolong Perbaiki ya";
372;"Mengapa prosedur proses pengiriman barang sangat lama? hanya untuk proses di respon saja perlu menunggu satu hari satu malam, padahal penjual jelas aktif di chat dan mangatakan barang ready, lalu untuk ke proses pengiriman saja harus menunggu lagi sampai 2 hari baru dikirim, masa harus hoki-hokian dengan penjual mengenai lama dan cepatnya proses, sedangkan pembayaran oleh pembeli sangat cepat, bagaimana sistem yang tidak saling ngenguntungkan ini, tolong di perbaiki tokopedia. terimakasi";
373;"barang yang salah tidak bisa di refund, adminnya main nge sah2 saja, tidak mununggu jawaban pembeli, untuk mengecek ulang";
374;eh kawan tolong lah jangan nyebarin iklan dong aku jadi sudah nih buka web tiba tiba ada promosi kek gini aku dapat Rp500.000 eh pas di instal rupanya gk ada;
375;kenapa pas saya mau ganti akun ke akun tokopedia yg udah di sangkutkan ke facebook ga bisa!? tapi cuma ada notifikasi gagal masuk karena koneksi jelek..padahal di hp saya jaringannya udah bagus dan kencang.. mohon di perbaiki lagi;
376;"knp ya klo mau bayar ko gk bisa selalu error pagenya, and disuruh reload halman, sebelum ada ovo cash lancar aja kalo mau bayar, andromax lawas jelly bean apk tokped terbaru";
377;pengiriman lama... dan kupon/vocer nya jg palsu ga bisa d pake.. klo di lazada vocer asli bisa d pake dan beneran dpt potongan harga..;
378;Tokopedia hapus aza promo nya dr pada hanya di jadikan alasan untuk menutup toko penjual. emang nya gampang upload foto dsb nya. ribet tau. toko ngk dpt keuntungan dr promo yg kalian buat. malahan di potong 1% dr penjualan. harus nya lebih bijak buat progam. agar tidak ada lg toko yg dijadikan korban.;
379;saya baca hampir semua ulasannya komplain semua gimna tuh...ada promo ini itu bilang dpt gratis ini itu ternyata ngga.apa cuma biar banyak yg download aja nih aplikasi.kasih kejelasan dong...jangn bohongin konsumen boss.terima kasih;
380;"Mau login dipersulit, harus verifikasi nomer tlp. No tlp udah ga aktif harus foto ktp/buku tabungan, masalahnya gw ga ada ktp/buku tabungan itu. Daftar akun pake Google or yahoo ttp aja harus verifikasi no tlp juga, punya akun fb Gmail ymail ga ada yg bisa buat login";
381;"applikasi yg sekrang ga bagus, ga bisa promot per jam lagi. ga praktis lagi. bagusan yg dulu bisa promot per jam lewat app. tolong fitur promotnya di munculkan lagi. terima kasih";
382;"kenapa produk saya dalam pengawasan , padahal dulu saya sudah menjual 3 transaksi dan saya coba di pencarian banyak jenis seperti produk say";
383;"Voucher belanja, cashback dll sulit/tidak bisa dipake, banyak alasan dibilang server sibuklah, server errorlah dll. PAYAH dan PARAH";
384;"aplikasi belanja online terlicik di dunia dimana orang orang diimingi pulsa 50k dengan cara mengklik link iklan di facebook lalu diarahkan ke playstore lalu di suruh donlot ini aplikasi setelah di donlot ternyata kupon untuk pulsa tidak tersedia kalau mau banyak yang donlot tuh yang jujur dong malu ama shopee , bukalapak ,lazada mereka gapernah nipu atau mereka jujur gapernah ngejebak atau memberi imbalan untuk mendonlot aplikasinya;";
385;Tokopedia mungkin harus meningkatkan Modal juga SDM yang lebih mumpuni. Agar fitur2 yang di tambah dalam aplikasi tidak sampai menghambat proses loading pengguna ( Buyer ). Untuk melihat 1 gambar etalase Seller saja sampai bermenit2 yang sudah pasti merugikan dengan secara tidak langsung yang menyebabkan terpotong nya Kuota pengguna. Miris.;
386;"Tolong untuk kebijakan power merchant di review lagi, karena kebijakan 1% untuk setiap penjualan sangat memberatkan bagi seller kelas menengah. Terimakasih";
387;"udah 3 hari dr pembelanjaan pertama kali tapi cashback promo referal nggak dicair2in, padahal dikuitansinya tertera jelas dpt cashback dr promo referal n udah sy screen shoot bukti2nya,tp mau komplain diaplikasi malah nggak bisa diproses. Penipuan ini mah dari tokopedia,bakal sy tuntut ke jalur hukum klo hak sy tidak diberikan juga oleh tokopedia,dasar kampretttt..";
388;"saran saya utk metode pembayaran pembayaran tidak langsung ke pelapak tapi ke rekening tokped dan ada kesepakatan bila barang tidak segera di proses pesanan batal dan uang di kembalikan bukan malah di alihkan,seperti kasus yg saya alami di alihkan terus tanpa ada konfirm dan pelapaknya sama saja tidak tanggung jawab parahnya lagi tombol pembatalan pesanan tidak bisa di gunakan";
389;uang saya tertanam dan di jadikan saldo toko pedia. dikarenakan transaksi saya di batalkan toko pedia dengan tanpa alasan . waktu saya melakukan dua transaksi dan transaksi yg dua lah yg di batalkan tanpa alasan. dan uang saya di masukan ke dalam saldo toko pedia. namun ketika saya akan menggunakan saldo terkendala dengan mengisi kata sandi . karena saya merasa gak pernah menulis kata sandi dsri awal pembuatan akun ataw mungkin saya lupa maka saya klik ke sana kemari tetap aja enggak bisa;
390;"Dulu aku sempat kecewa dengan Tokopedia karena pernah ditipu oleh toko di dalamnya, sekarang Alhamdulillah Tokopedia sudah semakin baik, semoga tidak ada yang tertipu lagi, Aaaaaamiin";
391;saya pesan barang melalui teman pesanan dari tgl 21 juni 2019 dan saya sudah membayarnya tapi sampai saat ni pesanannya tidak kunjung datang. mohon penjelasannya ok;
392;"Tokopedia sekarang tidak semudah dulu, dulu tiap mau belanja diambilin uang dari saldo aja udah beres sekarang tiap mau belanja harus isi ovo dulu. kalau memang mau ada ovo di Tokopedia, kenapa tidak dibikin 2 pilihan aja antar ovo dan penarikan saldo untuk belanja. kita sebagai penjual terkadang merasa kesusahan, sewaktu waktu butuh cepat tidak bisa diandalkan Tokopedia.";
393;"Maaf, sebelumnya saya mau transaksi untuk beli produk dan harus verifikasi menggunakan email, Dan fb, tapi ujung ujungnya pasti pake nomor yg Lama. Disini masalahnya nomor yg Lama sudah hangus. Tolong dong di Bantu, saya sudah ajukan nomor yg baru tapi ditolak. Sedangkan aku tokopedia saya masih ada saldo yg lumayan, sebesar Rp.100.000";
394;"Sumpah, gw udh lama pke Tokped. Dan hr ini minta di update, okelah gw update. Tp apa, pas gw msk ke akun, wish list gw ke hapus semua! karna gw pikir maybe ada di akun gw yg lain, gw cb log in lah di akun satu lagi PKE EMAIL YG UDH TERDAFTAR, tp tertulis gw slah password(?) trs gw cb lagi pke email gw yg satu lagi yg udh TERDAFTAR tulisannya SAMA, 'SALAH PASSWORD' WT*, wish list yg gw simpen ilang semua, gk bsa log in pke akun lain. Lama2 gw beralih ke SHOPEE dh anjir!!";
395;"tokopedia memang sangat tepat di era ini ..,memudahkan kami utk belanja dan sangat memanjakan konsumen,bagai mana tidak memanjakan...?banyak sekali inovasi2 setiap minggu atau setip bulanya dan kebetulan sekarang ini bulan puasa...,banyak banget hadiah(THR) yg diberikan kpd pelangganya..harus bilang apalagi saya sbagai konsumennya cuma berucap semoga lebih maju tetap jaya... terimakasih";
396;"tolong jangan php/akan saya tuntut.. sudah 2x saya dapet pesan katanya menang dan dapat hadiah iphon xs dan paket katanya sedang di kirim ke alamat saya pesan itu kira"" sudah 1 mingguan saya tunggu nggk dateng"" ke alamat yang saya kasih.... trimkasih atas waktunya dan maohon maaf kalo saya agak sdikit kasar cara bicara saya kepada anda tetap akan saya tunggu paket itu 1 minggu lg kalau tidak juga dateng ke alamat saya saya bisa nuntun anda.. saya punya bukti tangkpa layar yang saya gunakan";
397;"MAAF YA!! '_- kenapa ya kok lag padaha sinyal bagus kok masih lag dan padaha sudah di update mohon maaf atas kritik saya yg seperti ini mohon ditingkatkan kualitas nya suaya lebih bagu, nyaman dll, saya pun belum pernah membeli di apl ini, tiba-tiba saya ingin membeli sebuah barang dan( permasalahan nya diatas y ok) I I apologize for my irreverence this is one of my criticisms '_'";
398;"ayangnya sekarang OVO point sering tidak bisa dipakai untuk belanja yg menggunakan kode Promo atau kupon. OVO point yg didapat jadi terasa kurang berguna. 1 belanjaan hanya bisa pakai 1 kupon, kalau pake promo gratis ongkir otomatis tidak bisa promo lainnya. Coba promonya bisa digabung kaya ecommerce sebelah... Pasti makin mantap.";
399;kerenm buat berbelanja harga murah dan tidak mengrcewakan .bagi anda yg tidak mrrasa pede untuk memakai pakaian kunjungi sja toko pedia.disitus ini samagt lengkap buat berbelanja apa saja mai dari pakaian celana .serta kebutuhan kita sehari hari.ayo buruan jangan banyak mikir segera instal dan dapat lan berbagai macam promo dan hadiah menarik lainnya buruan jangan pake mikir dijamin anda puas .dan gak bikin dompet tipis.belanja murah ya kunjungi sja toko pedia .sekian dan teruma kasih tokopediaa;
400;"respon toped buruk, seharian mau ambil saldo toped ke rekening sendiri gagal dibilang salah password, udh puluhan kali ganti password juga sama saja, hubungi CS respon lama malah nyuruh kita update lah, restart lah, uninstal lah tapi tetap sama saja, CS dihubungi sptnya hanya sistem saja yg menjawab, gonta ganti orang yg menjawab. Tolong ya. Sangat mengecewakan sekali.";
401;"Untuk saat ini lumayanlah,,, yg utama jika ada barang batalan,refund nya cepat masuk ke saldo Tokopedia nya,,, DuLu saya pake aplikasi lupabapak tapi krn pemiliknya nyinyir pemerintah saya jadi males makenya";
